Fund,Amc,Product,Aum,Returns 1 Yr,Returns 3 Yr,Returns 5 Yr,Returns 3 Months,Asset Class,Classification Name,Sharpe Ratio 1 Yr,Sharpe Ratio 3 Yr,Sortino 1 Yr,Sortino 3 Yr,Max Drawdown Perc 1yr,Max Drawdown Duration Days 1yr,Max Drawdown Duration Days 3yr,Max Drawdown Perc 3yr,Max Drawdown Time To Recovery Days 1yr,Max Drawdown Time To Recovery Days 3yr,Expense Ratio,Fund Manager,Inception Date,Pb Ratio,Pe Ratio,Returns Since Inception,Std 1 Yr,Std 3 Yr,Treynor Ratio 1 Yr,Treynor Ratio 3 Yr,Alpha 1 Yr,Alpha 3 Yr,Benchmark Name,Beta 1 Yr,Beta 3 Yr,Scheme Rolling Min 1 Yr,Scheme Rolling Negative 1 Yr,Scheme Rolling Negative 3 Yr,Scheme Rolling Negative 5 Yr,Scheme Rolling Neutral 1 Yr,Scheme Rolling Neutral 3 Yr,Scheme Rolling Neutral 5 Yr,Scheme Rolling Positive 1 Yr,Scheme Rolling Positive 3 Yr,Scheme Rolling Positive 5 Yr
ValueQuest - Platinum,Valuequest Investment Advisors Pvt. Ltd. ,PMS,3366.74,-5.41,20.89,28.37,-1.92,Equity,Equity: Multi Cap,-0.42,0.82,-0.57,1.23,,,85,-8.68,,91,,Ravindra Dharamshi,24-Jul-14,,,19.28,21.55,18.38,-7.31,13.93,-9.64,3.92,S&P BSE 500 Total Return Index,1.23,1.08,-29.39,17.77,4.34,0.12,3.84,0.9,0.12,78.39,94.76,99.77
SRE - Shield,Sykes & Rays Equities (I) Ltd ,PMS,33.03,1.36,11.46,13.18,3.51,Equity,Equity: Large & Mid Cap,-0.23,0.5,-0.33,0.73,-15.88,89,156,-22.11,197,,,Nitesh Chand,31-May-18,7.82,63.31,10.49,13.55,12.83,-2.96,6.2,-5.66,-1.99,NIFTY 50 Total Return Index,1.07,1.04,-24.98,21.01,0,0,5.67,0,0,73.32,100,100
Chanakya Capital - Growth Plan,Chanakya Capital Services Private Limited,PMS,311.32,11.36,21.2,27.78,6.59,Equity,Equity: Multi Cap,0.4,1.01,1.27,2.51,-13.62,85,159,-17.25,73,97,,Rajesh Kumar Tiwari,13-Aug-18,2.31,20.51,16.57,15.97,14.71,5.39,15.24,3.58,6.94,NIFTY 50 Total Return Index,1.18,0.97,-42.83,13.42,0,0,1.8,0,0,84.77,100,100
Unique - Strategic Fund,Unique Asset Management LLP,PMS,1517.09,18.15,29.86,34.17,-7.88,Equity,Equity: Flexi Cap,0.58,1.23,1.4,2.83,,,,,,,,Sunil Kothari,20-Dec-19,4.32,28.16,35.9,20.58,17.24,8.5,22.54,7.26,14.03,S&P BSE 500 Total Return Index,1.41,0.94,1.28,0,0,0,0,0,0,100,100,100
Achintya - India Growth Opportunities Fund,Achintya Securities Private Limited,PMS,1.45,33.66,0,0,3.27,Equity,Equity: Multi Cap,,,,,,,,,,,,Abhishek Agarwal,31-Dec-19,0,0,39.77,,,,,,,NIFTY 50 Index,,,,,,,,,,,,
Eklavya - Long Term Value,Eklavya Capital Advisors LLP,PMS,13.46,8.86,10.51,10.55,0.29,Multi Asset,Multi Asset,0.36,0.8,0.49,1.21,-6.61,6,6,-6.61,3,3,,Abhishek Chauhan,8-Dec-16,7.57,32.81,9.35,7.12,5.19,3.06,7.49,0.68,0.83,NSE Multi Asset Index 2,0.83,0.56,-8.26,2.81,0,0,3.81,0,0,93.38,100,100
Equitree - Emerging Opportunities,Equitree Capital Advisors Pvt Ltd.,PMS,,5.23,37.79,43.35,2.39,Equity,Equity: Small Cap,0.08,1.24,0.11,2.63,-23.28,54,54,-23.28,,,,Pawan Bharaddia,1-Oct-17,,,8.99,21.68,23.79,1.5,25.48,1.11,17.59,S&P BSE 500 Total Return Index,1.12,1.16,-61.2,35.54,18.32,21.4,2.01,0.27,0.18,62.45,81.41,78.42
MOAT - Aggressive Leaders Fund,MOAT Financial Services,PMS,2.28,11.06,,,7.01,Equity,Equity: Multi Cap,0.37,,0.99,,,,,,,,,Koushik Mohan,8-Jan-21,5.6,37.79,27.61,12.9,,6.61,43.15,-2.94,,NIFTY 50 Total Return Index,0.63,,-5.11,10.61,,,5.7,,,83.69,,
PRP - India Opportunity Equity Fund,PRP Professional Edge Pvt Ltd.,PMS,1.07,4.58,,,3.8,Equity,Equity: Large Cap,0.11,,0.28,,,,,,,,,Jyoti Prakash,14-Sep-21,3.28,24.11,3.66,16.82,,,,-0.02,,NIFTY 50 Index,1,,-6.04,44.04,,,14.68,,,41.28,,
PRP - Defensive & Responsible Equity Fund,PRP Professional Edge Pvt Ltd.,PMS,0.53,-2.41,,,2.19,Equity,Equity: Multi Cap,-0.44,,-0.96,,,,,,,,,Jyoti Prakash,28-Oct-21,4.82,30.01,-2.56,12.83,,,,-6.98,,NIFTY 50 Index,0.75,,-3.92,49.23,,,36.92,,,13.85,,
Hem Securities - India Rising SME Stars,Hem Securities Ltd,PMS,105.04,-7.62,22.59,,-3.46,Equity,Equity: Small Cap,-0.43,0.69,-0.47,1.08,-32.97,111,111,-32.97,,,,Mohit Nigam,18-Feb-22,,,28.67,24.83,26.31,-8.4,17.91,-11.21,7.73,S&P BSE 500 Total Return Index,1.26,1.02,-13.47,10.56,0,,1.12,0,,88.32,100,
Geojit - Ethical Portfolio,Geojit Financial Services Ltd,PMS,8.33,-6.61,8,,1.53,Equity,Equity: Multi Cap,-0.76,0.17,-0.96,0.29,-20.62,152,209,-26.22,,,,PAWAN BANSHI PARAKH ,31-Jan-22,,,6.87,15.79,14.93,-12.26,2.64,-12.51,-7.46,S&P BSE 500 Total Return Index,0.98,0.97,-15.36,28.96,0,,4.78,0,,66.27,100,
Upside AI - Navigator,Upside AI,PMS,7,2.16,,,2.65,Debt,Debt,,,,,,,,,,,,Team Upside AI,7-Dec-21,0,0,2.65,,,,,,,Crisil Moderate Hybrid Index,,,2.16,0,,,0,,,100,,
TATA - Enterprising India Investment,Tata Asset Management Pvt Ltd,PMS,12.01,0.66,12.97,17.27,-1.58,Equity,Equity: Multi Cap,-0.27,0.59,-0.38,0.95,-15.25,74,152,-17.65,118,,,"Pranav Mise, Krutika Vispute",10-Apr-06,4.32,26.12,11.74,14.58,12.46,-4.2,9.07,-4.47,-1.01,S&P BSE 500 Total Return Index,0.95,0.82,-43.99,19.73,1.04,0.77,5.65,0.53,0.53,74.62,98.43,98.7
ithought - CO-IN,ithought Financial Consulting LLP,PMS,28,15.24,,,3.14,Equity,Equity: Large Cap,0.31,,0.76,,,,,,,,,Shyam Sekhar,5-Mar-21,0,0,9.19,12.87,,5.62,1.59,0.91,,NIFTY 50 Total Return Index,0.67,,-1.38,7.91,,,7.91,,,84.18,,
Tulsian - PMS,Tulsian PMS Pvt Ltd,PMS,334.62,8.95,21.45,34.07,4.86,Equity,Equity: Large Cap,0.24,0.69,0.38,1.06,-21.71,60,182,-31.98,92,,,Abhinandan Tulsian,1-Apr-20,,,,28.39,24.46,3.22,10.51,1.81,3.84,NIFTY 50 Total Return Index,2.08,1.61,-18.95,14.51,0,0,0,0,0,85.49,100,100
BugleRock -Special Situations Portfolio,BugleRock Capital Pvt Ltd,PMS,103,1.26,28.11,,0.93,Equity,Equity: Mid & Small Cap,-0.13,1.23,-0.16,1.82,-22.49,84,239,-22.93,,,,Apurva Sharma ,1-Aug-22,1.98,17.67,31.2,19.88,16.97,-2.23,22.15,-3.15,11.12,S&P BSE 500 Total Return Index,1.15,0.94,-11.29,20.17,0,,6.44,0,,73.39,100,
Green Portfolio - The Impact ESG Fund,Green Portfolio Pvt Ltd,PMS,3.98,-10.18,27.55,,-0.86,Equity,Thematic,-0.93,0.78,-0.87,0.87,-24.78,122,176,-25.45,,,,Divam Sharma,23-Mar-22,3.92,57.16,26.88,26.31,21.93,-16.64,14.91,-25.12,5.3,S&P BSE 500 Total Return Index,1.46,1.15,-14.35,12.58,0,,1.57,0,,85.85,100,
Badjate Multicap Fund,Badjate Wealth Private Limited,PMS,157.5,-9.16,28.11,,-2.43,Equity,Equity: Mid & Small Cap,-0.39,0.9,-0.51,1.36,-32.8,76,76,-32.8,,,,ANUJ BADJATE,8-Jul-21,,,20.84,28.92,25.39,-6.76,16.15,-12.11,8.3,S&P BSE 500 Total Return Index,1.67,1.42,-19.27,29.87,0,,2.15,0,,67.99,100,
Scient - Zen PMS (High Grade Debt PMS Strategy),Scient Capital Pvt Ltd,PMS,1.23,4.19,4.91,,0.03,Debt,Debt,-0.2,-1.52,-0.36,-2.02,-13.96,305,305,-13.96,,,,Ramesh Rachuri,17-Dec-20,,,5.36,2.56,3.77,-1.83,-37.27,-0.95,-5.98,Crisil Composite Bond Fund Index,0.28,0.15,-13.21,13.2,0,,2.14,4.77,,84.65,95.23,
NJ-BALANCED ADVANTAGE PORTFOLIO,NJ Asset Management Pvt Ltd.,PMS,202.72,5.18,12.63,,2.22,Hybrid,Hybrid: Others,-0.04,0.91,-0.06,1.31,-7.7,74,152,-10.17,77,200,,NJ Asset Management Pvt Ltd,1-Dec-21,,,10.11,7.64,7.26,-0.3,6.23,-3.15,0.76,NIFTY 50 Hybrid Composite debt 50:50 Index,1.05,1.06,-1.51,0.75,0,,6.29,0,,92.96,100,
True-Equity Factor Quant,True Beacon Investment Advisors LLP,PMS,332.52,-4.49,18.59,,-1.26,Equity,Equity: Large & Mid Cap,-0.87,0.78,-2.11,1.43,-14.02,152,190,-22.3,,,,Saurabh Dhole,17-Aug-22,,,17.73,10.74,15.71,-14.05,11.79,-9.73,1.53,S&P BSE 500 Total Return Index,0.67,1.04,-16.02,30.02,0,,2.98,0,,67,100,
ASK-DRP,ASK Investment Managers,PMS,641.44,-0.62,11.83,18.08,5.35,Equity,Equity: Multi Cap,-0.22,0.44,-0.25,0.57,-22.17,74,136,-22.3,,,,"Kuldeep Gangwar, Bhavesh Kanani",21-Jun-18,4.97,37.39,12.28,19.97,15.19,-3.41,6.89,-5.07,-3.35,S&P BSE 500 Total Return Index,1.29,0.98,-21.44,25.72,0,0,5.72,0,0,68.56,100,100
Northern Arc Income Builder Series A,Northern Arc Investment Managers Pvt Ltd.,PMS,5.57,8.12,,,2.49,Debt,Debt,,,,,,,,,,,,Northern Arc Investment Managers,1-Dec-21,0,0,7.45,,,,,,,S&P BSE INDIA BOND INDEX,,,,,,,,,,,,
Northern Arc Income Builder Series B,Northern Arc Investment Managers Pvt Ltd.,PMS,,9.79,10.98,,3.3,Debt,Debt,1.52,,,,,,,,,,,Northern Arc Investment Managers,1-Sep-22,,,10.98,2.35,,6.98,,1.21,,CRISIL Credit Index,0.51,,,,,,,,,,,
Karma Capital Magnolia,Karma Capital,PMS,16.07,1.47,,,-0.46,Equity,Equity: Large Cap,-0.31,,-0.46,,-9.59,91,,,92,,,Ekta Mehta,1-Feb-23,,,15.16,11.64,,-3.85,,-5.74,,NIFTY 50 Total Return Index,0.93,,-6.05,14.4,,,4.85,,,80.75,,
Ckredence-All Weather Fund,Ckredence Wealth Management Pvt. Ltd.,PMS,214.54,5.65,19.09,,7.23,Equity,Equity: Flexi Cap,0.06,0.98,0.08,1.51,-17.19,85,85,-17.19,198,198,,Kartik Bhaskerray Mehta,11-Jun-21,8.59,96.5,15.88,15.43,13.04,1.01,15.18,0.48,4.1,S&P BSE 500 Total Return Index,0.97,0.84,-8.2,10.09,0,,7.91,0,,82,100,
Ckredence-Diversified Fund,Ckredence Wealth Management Pvt. Ltd.,PMS,95.13,7.3,21.66,,6.13,Equity,Equity: Multi Cap,0.16,1.07,0.2,1.71,-17.05,82,82,-17.05,199,199,,Kartik Bhaskerray Mehta,23-Jun-21,8.78,91.95,19,15.24,14.12,2.58,16.8,2,5.83,S&P BSE 500 Total Return Index,0.97,0.9,-10.4,6.52,0,,6.28,0,,87.2,100,
Karma Capital Lotus,Karma Capital,PMS,18.68,8.79,,,2.79,Equity,Equity: Mid & Small Cap,0.24,,0.35,,-15.21,60,,,92,,,Ekta Mehta,22-Feb-23,,,28.77,17.51,,3.77,,3.57,,S&P BSE 500 Total Return Index,1.1,,-1.37,5.02,,,0,,,94.98,,
Incred-Small & MidCap PMS,InCred Capital Investment Advisors And Managers Pvt Ltd,PMS,177.86,-4.66,22.65,,4.92,Equity,Equity: Mid & Small Cap,-0.33,0.77,-0.43,1.19,-28.69,103,103,-28.69,,,,Aditya Sood,24-May-21,,,15.92,23.58,22.75,-5.37,14.98,-8.48,5.44,S&P BSE 500 Total Return Index,1.44,1.16,-18.41,21.4,0,,5.33,0,,73.27,100,
JM-Apex,JM Financial Services,PMS,576.49,-0.24,,,4.39,Equity,Equity: Flexi Cap,1.05,,7.14,,,,,,,,,Ashish Chaturmohta,1-Feb-23,,,20.85,15.62,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Oro-alpha compounders,Cosmea Portfolio Mgnt Pvt Ltd (erstwhile TORUS),PMS,34.53,2.42,,,1.34,Equity,Equity: Multi Cap,-0.1,0.83,-0.2,1.75,-18.3,79,151,-20.23,118,,,.Hemal Shah,1-Nov-22,5.23,35.75,18.83,17.41,15.12,-1.5,,-2.39,,S&P BSE 500 Total Return Index,1.19,,-7.76,8.97,,,2.76,,,88.28,,
Trivantage Capital Edge Portfolio,Trivantage Capital Management,PMS,117.77,3.46,18.29,19.32,6.19,Equity,Equity: Multi Cap,-0.05,0.84,-0.07,1.2,-18.03,74,155,-19.21,,,,Mr. Nikhil Johri,11-May-20,6,44.59,20.36,18,14.74,-0.66,11.51,-3.85,3.64,NIFTY 50 Total Return Index,1.28,1.07,-11.93,19.78,0,0,3.74,0,0,76.48,100,100
Trivantage Capital Small & Mid Cap Financials Portfolio,Trivantage Capital Management,PMS,25.23,5.09,,,2.54,Equity,Equity: Mid & Small Cap,0.09,,0.2,,-21.61,60,,,91,,,Mr. Nikhil Johri,1-Mar-23,4,36.44,22.57,25.71,,1.39,,-1.61,,NIFTY 50 Total Return Index,1.68,,-14.76,14.08,,,3.76,,,82.16,,
Ambit-Alpha Growth,Ambit Global Private Client,PMS,692.35,-11.06,30.06,,0.08,Equity,Equity: Multi Cap,-0.5,1.08,-0.63,1.31,-29.77,60,60,-29.77,,,,Umesh Gupta,27-Jan-21,4.38,33.9,25.2,26.83,21.53,-8.7,21.33,-17.03,14.38,NIFTY 50 Total Return Index,1.54,1.09,-16.19,31.61,0,,3.06,0,,65.33,100,
HDFC - All Cap Portfolio - DPMS,HDFC Asset Management Company Limited,PMS,49.08,4.3,16.45,,-0.29,Equity,Equity: Multi Cap,-0.13,0.79,-0.15,1.25,-16.99,74,152,-18.05,119,131,,Ashish Jagnani,27-Jul-22,,,17.7,16.68,13.51,-2,11.33,-2.65,0.96,S&P BSE 500 Total Return Index,1.05,0.94,-3.48,1.33,0,,4,0,,94.67,100,
HSBC India Next Portfolio,HSBC Asset Management (India) Private Limited,PMS,514.72,7.96,15.89,,3.89,Equity,Thematic,0.21,0.79,0.26,1.03,-16.69,80,155,-18.28,201,,,Sheetalkumar Shah,18-Feb-21,5.35,39.38,15.42,15,12.66,3.25,11.84,2.6,1.29,S&P BSE 500 Total Return Index,0.95,0.84,-8.78,7.77,0,,11.17,0,,81.07,100,
ITUS - Fundamental Value Fund,ITUS Capital Advisors Private Limited,PMS,1332.62,0.24,14.01,16.38,1.99,Equity,Equity: Multi Cap,-0.28,0.64,-0.41,0.88,-19.96,1,151,-21.19,1,,,Naveen Chandramohan,10-Jan-17,5.27,35.99,17.94,15.38,13.05,-3.65,8.83,-7.08,0.67,NIFTY 50 Total Return Index,1.18,0.95,-25.32,19.26,0,0,3.36,0,0,77.39,100,100
Prabhudas Lilladher - Multi Asset Dynamic Portfolio,Prabhudas Lilladher Pvt Ltd,PMS,,10.65,14.81,,7.04,Hybrid,Multi Asset,0.59,1.08,1.92,2.12,-11.07,80,153,-13.81,79,101,,Siddharth Vora,7-Jun-21,,,10.23,8.26,7.91,4.75,9.63,-1.15,1.31,NSE Multi Asset Index 1,1.02,0.89,-5.16,10.46,0,,9.9,0,,79.65,100,
Renaissance - Indianext Portfolio,Renaissance Investment Managers Pvt Ltd,PMS,828.35,-3.16,19.63,34.67,-0.11,Equity,Equity: Flexi Cap,-0.43,0.94,-0.7,1.65,-18.17,79,131,-20.57,,,,Pankaj Murarka,19-Apr-18,3.56,28.71,15.6,16.39,14.15,-5.67,14.06,-10.07,5.64,NIFTY 50 Total Return Index,1.26,0.95,-46.77,22.99,0,0,3.6,0.12,0,73.41,99.88,100
ICICI Prudential - ACE Portfolio,ICICI Prudential AMC Ltd,PMS,1104.12,9.86,22,24.34,4.86,Equity,Equity: Multi Cap,0.33,1.14,0.45,2.04,-15.98,92,171,-18.41,85,158,,"Geetika Gupta, Chockalingam Narayanan",1-Apr-14,5.07,32.51,15.14,14.5,13.4,4.96,16.25,4.27,5.59,S&P BSE 500 Total Return Index,0.96,0.94,-29.08,19.24,5.87,0.62,3.13,1.28,0.17,77.63,92.86,99.21
Microsec - Opportunities Fund,Microsec Wealth Management Ltd,PMS,58.64,21.53,12.93,19.69,1.56,Equity,Equity: Multi Cap,1.46,0.43,2.14,1.11,,,,,,,,Naveen Vyas,5-Oct-18,8.89,54.13,17.78,8.78,14.31,27.84,7.41,8.97,-0.75,S&P BSE 500 Total Return Index,0.46,0.83,-20.71,16.08,0,0,1.83,0,0,82.09,100,100
Pace - Secure,Pace Financial Investment Adviser Pvt Ltd,PMS,128.3,7.58,12.37,,2.36,Debt,Debt,0.81,1.75,2.04,9.23,,,,,,,,Amit Goel,27-Jan-21,,,9.9,2.1,3.51,0.88,-12.3,-7.17,8.93,CRISIL Credit Index,1.93,-0.5,5.1,0,0,,0,0,,100,100,
Emkay Investments - ENVI,Emkay Investments,PMS,,0.3,19.7,,0.1,Equity,Equity: Flexi Cap,-0.16,0.83,-0.22,1.4,-20.39,60,121,-20.47,,,,Kashyap Jhaveri,13-Jun-22,,,23,20.58,16.94,-2.64,14.3,-3.89,3.93,S&P BSE 500 Total Return Index,1.24,0.98,-5.13,14.39,0,,3.74,0,,81.87,100,
SHREE RAMA MANAGERS - Shree Vriddhi Plan,Shree rama managers LLP,PMS,70.71,-23.96,7.26,,1.49,Equity,Equity: Multi Cap,-2.04,0.17,-2.67,0.36,-28.57,273,395,-37.87,,,,ABHISHEK BASUMALLICK,2-May-22,,,10.53,15.49,19.95,-37.75,3.02,-32,-7.98,S&P BSE 500 Total Return Index,0.84,1.09,-34.45,31.84,0,,0.44,0,,67.72,100,
Maximal Pathfinder Value Fund,Maximal Capital,PMS,167.16,6.5,29.27,,5.3,Equity,Equity: Multi Cap,0.12,1.16,0.17,2.67,-18.49,82,183,-20.35,120,240,,Sarvesh Gupta,18-May-22,,,30.1,17.68,18.96,1.77,19.51,1.49,10.39,S&P BSE 500 Total Return Index,1.18,1.13,-7.89,7.91,0,,4.9,0,,87.19,100,
Ayan-PriceBridge Upswing,Ayan Analytics Pvt Ltd,PMS,213.1,-1.56,,,1.07,Equity,Equity: Large & Mid Cap,-0.31,,-0.31,,-18.64,79,,,,,,Mahesh Gowande,12-Dec-22,3.22,21.66,13.17,18.23,,-4.33,,-8.65,,NIFTY 50 Total Return Index,1.3,,-13.25,32.32,,,4.78,,,62.9,,
Profusion Multi Strategy PMS,Profusion Investment Advisors LLP,PMS,11.72,-9.7,,,-2.69,Equity,Equity: Multi Cap,-1.67,,-2.75,,-14.15,149,,,,,,Satyan Wadhwa,1-Jan-23,,,13.4,9.16,,-30.29,,-10.11,,S&P BSE 500 Total Return Index,0.51,,-10.09,17.08,,,2.19,,,80.72,,
Capitalmind Resilient,Capitalmind,PMS,12.77,-1.42,11.26,,7.72,Equity,Equity: Multi Cap,-0.34,0.44,-0.56,0.68,-21.7,152,152,-21.7,,,,Anoop Vijaykumar,1-Sep-21,,,5.31,17.31,13,-6.01,7.66,-11.35,-1.43,NIFTY 50 Total Return Index,0.97,0.75,-10.06,12.3,0,,4.07,0,,83.64,100,
Valcreate-IME Concentrated Microtrends,Valcreate Investment Managers LLP,PMS,38.05,-7.17,,,-3.14,Equity,Equity: Large & Mid Cap,-0.78,,-1.41,,,,,,,,,Ashi Anand,1-Apr-23,,,20.32,15.4,,-12.46,,-2.1,,S&P BSE 500 Total Return Index,0.97,,,,,,,,,,,
Prescientcap-HIGH QUALITY CONSISTENT COMPOUNDERS,Prescientcap Investment Advisors LLP,PMS,327.7,1.19,26.52,,1.6,Equity,Equity: Flexi Cap,-0.1,1.12,-0.11,1.48,-24.81,83,169,-25.57,,,,"SONAL MINHAS, Anubhav Mukherjee",15-Dec-21,3.71,26,20.92,22.13,17.56,-1.57,18.05,-2.83,8.4,S&P BSE 500 Total Return Index,1.36,1.09,-6.53,7.6,0,,2.57,0,,89.83,100,
Shree dynamic plan,Shree rama managers LLP,PMS,15.12,4.63,,,3.18,Multi Asset,Multi Asset,-0.11,,-0.5,,-6.08,81,,,87,,,MOHIT BERIWALA,6-Apr-23,,,12.64,7.96,,-0.97,,-2.9,,NSE Multi Asset Index 2,0.9,,-5.35,16,,,19.65,,,64.35,,
CREDENT AIM MULTI CAP STRATEGY,Credent Asset Management,PMS,55.64,-1,,,2.4,Equity,Equity: Multi Cap,-0.25,,-0.33,,-22.18,82,,,,,,Naysar Shah,20-Mar-23,,,28.57,19.32,,-4.18,,-5.47,,S&P BSE 500 Total Return Index,1.17,,-10.75,20.95,,,7.09,,,71.96,,
Samvitti-PMS Long Term Growth,Samvitti Capital Private Limited,PMS,185.28,5.99,15.7,20.73,5.75,Equity,Equity: Large & Mid Cap,0.1,0.71,0.15,1.05,-20.19,119,193,-20.27,204,205,,Prabhakar Kudva,10-Nov-15,8,63.68,15.92,19.82,13.98,1.6,11.71,1.36,1.19,S&P BSE 500 Total Return Index,1.25,0.85,-28.59,13.25,0,0,4.77,0,0,81.98,100,100
All-Star Multi-Cap Shariah,Arthya Wealth and Investments Pvt Ltd,PMS,1.32,15.33,,,0.94,Equity,Thematic,0.61,,2.13,,,,,,,,,Bhaskar Bukrediwala,23-Mar-22,4.4,37.22,11.09,13.54,,10.22,,3.01,,S&P BSE 500 Total Return Index,0.81,,-9.31,15.81,,,0.79,,,83.4,,
Motilal Oswal-Founders,Motilal Oswal Asset Management,PMS,3579.39,-0.55,,,1.35,Equity,Equity: Multi Cap,-0.1,,-0.11,,-27.72,60,,,,,,Vaibhav Agrawal,16-Mar-23,6.94,75.85,32.38,27.87,,-1.73,,-3.48,,S&P BSE 500 Total Return Index,1.55,,-7.56,10.57,,,2.35,,,87.08,,
Ayan-PriceBridge Direct MF,Ayan Analytics Pvt Ltd,PMS,10.92,6.22,,,5.44,Equity,Equity: Flexi Cap,0.1,,0.14,,-15.51,79,,,122,,,Mahesh Gowande,4-May-23,,,19.99,14.49,,1.28,,-1.22,,NIFTY 50 Total Return Index,1.14,,-5.06,12.25,,,6.95,,,80.8,,
NARNOLIA LARGE CAP STRATEGY,Narnolia Financial Advisors Ltd,PMS,109.1,9.85,16.98,18.46,5.35,Equity,Equity: Multi Cap,0.34,0.86,0.43,1.54,-14.13,75,75,-14.13,117,117,,Mr. Shailendra Kumar,28-Mar-12,3.97,30.09,16.62,14.54,12.73,4.49,10.82,2.35,2.73,NIFTY 50 Total Return Index,1.1,1.01,-24.21,14.93,0.15,0,4.37,0.13,0,80.7,99.72,100
NARNOLIA MID AND SMALL CAP STRATEGY,Narnolia Financial Advisors Ltd,PMS,142.95,-1.21,20.96,19.27,2.55,Equity,Equity: Mid & Small Cap,-0.2,0.87,-0.26,1.23,-21.61,58,58,-21.61,,,,Mr. Shailendra Kumar,4-May-15,3.04,38.5,19.2,21.88,17.27,-3.12,13.67,-5.14,3.69,S&P BSE 500 Total Return Index,1.42,1.1,-16.57,20.73,0,0,3.26,0.04,0,76.02,99.96,100
Sowilo Target Return Investment Fund,Sowilo Investment Managers,PMS,56.68,-5.82,,,1,Equity,Equity: Mid & Small Cap,-0.38,,-0.39,,-29.68,77,,,,,,Sandip Agarwal,26-Jun-23,,,22.12,23.57,,-6.21,,-9.68,,S&P BSE 500 Total Return Index,1.44,,-10.85,16.8,,,4.25,,,78.95,,
Alchemy Alpha 100,Alchemy Capital Management Pvt Ltd,PMS,16.99,0.6,,,5.2,Equity,Equity: Large Cap,-0.23,,-0.42,,-18.29,113,,,204,,,"Alok Agarwal, Deven Ved",16-Aug-23,,,14.9,16.95,,-2.86,,-6.96,,NIFTY 50 Total Return Index,1.34,,-15.35,47.86,,,8.13,,,44.02,,
CARNELIAN BESPOKE STRATEGY,Carnelian Asset Management & Advisors Private Limited,PMS,3018.4,13.27,32.19,,5.26,Equity,Equity: Multi Cap,0.4,1.31,0.5,1.9,-20.37,29,29,-20.37,122,122,,Manoj Bahety,7-Oct-21,,,29.11,23.64,18.54,6.37,20.99,8.74,12.36,S&P BSE 500 Total Return Index,1.49,1.16,-6.29,5.65,0,,0,0,,94.35,100,
Ladderup-Proud PMS,Ladderup Wealth Management Pvt Ltd,PMS,112.32,4.53,,,4.29,Equity,Equity: Large & Mid Cap,0.01,,0.01,,-19.53,84,,,170,,,Mr. Raghvendra Nath,12-May-23,,,15.25,16.37,,0.2,,-0.32,,S&P BSE 500 Total Return Index,1.01,,-4.14,6.12,,,6.12,,,87.76,,
Negen Capital -Active Alpha Strategy,Negen Capital,PMS,9.84,,,,,Equity,Equity: Multi Cap,,,,,,,,,,,,NEIL MADAN BAHAL,5-Oct-23,3.48,23.5,-5.38,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Unifi BCAD,Unifi Capital Pvt Ltd,PMS,291.81,0.77,13,19.92,-0.62,Equity,Equity: Mid Cap,-0.22,0.53,-0.44,1.11,-14.45,60,182,-17.54,122,122,,Aejas Lakhani,1-May-18,,,14.59,16.71,14.55,-3.29,7.87,-4.21,-2.38,S&P BSE 500 Total Return Index,1.11,0.97,-19.94,18.16,0,0,9.12,0,0,72.72,100,100
Alphaa MPT Plus Fund,PRP EDGE WEALTH ADVISORS PRIVATE LIMITED,PMS,4.83,10.04,,,2.9,Equity,Equity: Flexi Cap,0.36,,0.43,,-10.26,78,,,86,,,Mr Jyoti Prakash,11-Sep-23,5.47,32.4,18.22,13.29,,4.82,,2.45,,NIFTY 50 Total Return Index,0.99,,-1.31,0.72,,,0.96,,,98.32,,
Molecule Ventures - Quant,Molecule Ventures LLP,PMS,3.24,10.93,,,-10.13,Equity,Equity: Small Cap,0.27,,1.03,,,,,,,,,Mr. Nirav Parikh,23-Nov-23,,,10.12,22.2,,4.06,,1.02,,S&P BSE 500 Total Return Index,1.47,,8.17,0,,,0,,,100,,
Svobodha AD-ASTRA,Svobodha Infinity Investment Advisors Private Limited,PMS,22.86,0.56,,,-2.05,Equity,Equity: Multi Cap,-0.24,,-0.34,,,,,,,,,Aditya Ranade,27-Sep-23,,,11.14,16.53,,-3.62,,-4.49,,S&P BSE 500 Total Return Index,1.09,,,,,,,,,,,
Anand Rathi Advisors - Flexicap Strategy,Anand Rathi Advisors,PMS,1.38,3.93,,,3.45,Equity,Equity: Flexi Cap,-0.13,,-0.18,,-16.29,82,,,198,,,Mr. Mayur Shah,27-Nov-23,3.32,22.79,17.98,15.64,,-1.97,,-2.64,,S&P BSE 500 Total Return Index,1.06,,-5.63,18.24,,,10,,,71.76,,
ICICI SECURITIES-Sterling Portfolio - Aggressive Portfolio,ICICI SECURITIES LTD,PMS,278.24,8.03,,,4.47,Equity,Equity: Flexi Cap,0.23,1.18,0.39,2.38,-12.05,74,155,-14.95,97,201,,Mayur Agarwal,11-Nov-22,32.19,0,19.84,11.87,11.18,2.86,,0.49,,NIFTY 50 Total Return Index,0.96,,-2.18,0.55,,,1.66,,,97.78,,
